Product_ID,Product_Name,Category,Brand,Quantity_g,Manufacture_Date,Expiry_Date,Shelf_Life_Days,Days_Left,Storage_Condition,Price_INR,Country,Waste_Risk
PRD_4311,Paneer,Dairy,Nestle,250,28-01-2026,07-02-2026,10,12,Refrigerated,310.31,India,0
PRD_4312,Flour,Grains/Legumes,Mother Dairy,250,13-02-2025,10-02-2026,362,15,Ambient,80.89,India,0
PRD_4313,Vegetables,Produce,Fortune,2000,28-01-2026,02-02-2026,5,7,Refrigerated,239.42,India,0
PRD_4314,Rice,Grains/Legumes,Aashirvaad,500,13-06-2025,08-02-2026,240,13,Ambient,47.61,India,0
PRD_4315,Pasta,Grains/Legumes,Fortune,500,25-07-2025,02-02-2026,192,7,Ambient,345.62,India,0
PRD_4316,Bun,Bakery,Aashirvaad,500,28-01-2026,02-02-2026,5,7,Ambient,312.63,India,0
PRD_4317,Flour,Grains/Legumes,MTR,2000,06-07-2025,10-02-2026,219,15,Ambient,55.88,India,0
PRD_4318,Chicken,Protein,MTR,2000,09-01-2026,24-01-2026,15,-2,Refrigerated,68.18,India,1
PRD_4319,Noodles,Grains/Legumes,Fortune,1000,27-03-2025,09-02-2026,319,14,Ambient,151.82,India,0
PRD_4320,Rajma,Grains/Legumes,ITC,2000,18-05-2025,23-01-2026,250,-3,Ambient,357.84,India,1
PRD_4321,Paneer,Dairy,Amul,2000,18-01-2026,30-01-2026,12,4,Refrigerated,321.59,India,1
PRD_4322,Chicken,Protein,ITC,250,25-01-2026,06-02-2026,12,11,Refrigerated,200.39,India,1
PRD_4323,Pasta,Grains/Legumes,Mother Dairy,2000,17-04-2025,04-02-2026,293,9,Ambient,274.55,India,0
PRD_4324,Bun,Bakery,Nestle,250,20-01-2026,23-01-2026,3,-3,Ambient,526.96,India,1
PRD_4325,Vegetables,Produce,Britannia,500,22-01-2026,25-01-2026,3,-1,Refrigerated,150.84,India,1
PRD_4326,Bun,Bakery,Britannia,5000,20-01-2026,23-01-2026,3,-3,Ambient,459.44,India,0
PRD_4327,Pasta,Grains/Legumes,ITC,5000,27-04-2025,23-01-2026,271,-3,Ambient,588.21,India,1
PRD_4328,Pasta,Grains/Legumes,ITC,5000,05-06-2025,03-02-2026,243,8,Ambient,62.39,India,0
PRD_4329,Rajma,Grains/Legumes,Britannia,500,12-06-2025,06-02-2026,239,11,Ambient,129.44,India,0
PRD_4330,Flour,Grains/Legumes,Britannia,500,06-07-2025,08-02-2026,217,13,Ambient,269.75,India,0
PRD_4331,Pasta,Grains/Legumes,Amul,2000,04-05-2025,28-01-2026,269,2,Ambient,493.75,India,0
PRD_4332,Rice,Grains/Legumes,Britannia,250,19-03-2025,25-01-2026,312,-1,Ambient,279.14,India,1
PRD_4333,Bun,Bakery,Amul,250,28-01-2026,02-02-2026,5,7,Ambient,319.68,India,0
PRD_4334,Rice,Grains/Legumes,Mother Dairy,500,19-07-2025,09-02-2026,205,14,Ambient,539.46,India,0
PRD_4335,Paneer,Dairy,Fortune,500,30-01-2026,04-02-2026,5,9,Refrigerated,526.99,India,0
PRD_4336,Rice,Grains/Legumes,Fortune,250,21-03-2025,25-01-2026,310,-1,Ambient,288.97,India,0
PRD_4337,Noodles,Grains/Legumes,Aashirvaad,2000,11-03-2025,07-02-2026,333,12,Ambient,562.22,India,0
PRD_4338,Rice Batter,Bakery,Fortune,5000,06-02-2026,09-02-2026,3,14,Ambient,223.13,India,1
PRD_4339,Noodles,Grains/Legumes,Aashirvaad,5000,01-03-2025,03-02-2026,339,8,Ambient,446,India,0
PRD_4340,Rice,Grains/Legumes,ITC,1000,29-06-2025,30-01-2026,215,4,Ambient,188.04,India,0
PRD_4341,Rajma,Grains/Legumes,MTR,5000,20-07-2025,26-01-2026,190,0,Ambient,267.92,India,1
PRD_4342,Chicken,Protein,Amul,2000,15-01-2026,24-01-2026,9,-2,Refrigerated,189.73,India,1
PRD_4343,Bun,Bakery,MTR,500,28-01-2026,01-02-2026,4,6,Ambient,131.05,India,0
PRD_4344,Pasta,Grains/Legumes,Nestle,500,26-03-2025,05-02-2026,316,10,Ambient,499.68,India,0
PRD_4345,Rice Batter,Bakery,MTR,1000,25-01-2026,30-01-2026,5,4,Ambient,394.58,India,0
PRD_4346,Chicken,Protein,Amul,500,15-01-2026,26-01-2026,11,0,Refrigerated,316.51,India,1
PRD_4347,Fish,Protein,Nestle,250,20-01-2026,03-02-2026,14,8,Refrigerated,479.68,India,0
PRD_4348,Rajma,Grains/Legumes,ITC,2000,23-05-2025,02-02-2026,255,7,Ambient,585.76,India,0
PRD_4349,Pasta,Grains/Legumes,Nestle,5000,08-07-2025,29-01-2026,205,3,Ambient,164.95,India,0
PRD_4350,Vegetables,Produce,Mother Dairy,250,07-02-2026,10-02-2026,3,15,Refrigerated,250.77,India,1
PRD_4351,Fish,Protein,Mother Dairy,5000,28-01-2026,05-02-2026,8,10,Refrigerated,99.38,India,0
PRD_4352,Flour,Grains/Legumes,ITC,2000,30-06-2025,03-02-2026,218,8,Ambient,367.15,India,1
PRD_4353,Bun,Bakery,Nestle,500,22-01-2026,25-01-2026,3,-1,Ambient,238.33,India,0
PRD_4354,Pasta,Grains/Legumes,Britannia,500,26-06-2025,08-02-2026,227,13,Ambient,418.6,India,0
PRD_4355,Vegetables,Produce,Britannia,2000,24-01-2026,30-01-2026,6,4,Refrigerated,480.54,India,1
PRD_4356,Pasta,Grains/Legumes,Mother Dairy,2000,09-08-2025,05-02-2026,180,10,Ambient,480.18,India,0
PRD_4357,Rice Batter,Bakery,Amul,2000,31-01-2026,04-02-2026,4,9,Ambient,47.87,India,0
PRD_4358,Bun,Bakery,MTR,5000,31-01-2026,05-02-2026,5,10,Ambient,508.2,India,0
PRD_4359,Rice,Grains/Legumes,Aashirvaad,2000,19-05-2025,09-02-2026,266,14,Ambient,238.65,India,0
PRD_4360,Rajma,Grains/Legumes,Amul,500,05-08-2025,07-02-2026,186,12,Ambient,157,India,1
PRD_4361,Flour,Grains/Legumes,Aashirvaad,5000,11-03-2025,25-01-2026,320,-1,Ambient,150.41,India,1
PRD_4362,Pasta,Grains/Legumes,MTR,5000,23-06-2025,28-01-2026,219,2,Ambient,570.95,India,1
PRD_4363,Bun,Bakery,Fortune,250,22-01-2026,27-01-2026,5,1,Ambient,117.09,India,0
PRD_4364,Flour,Grains/Legumes,Fortune,250,18-02-2025,23-01-2026,339,-3,Ambient,458.2,India,1
PRD_4365,Noodles,Grains/Legumes,Britannia,500,03-06-2025,07-02-2026,249,12,Ambient,367.28,India,0
PRD_4366,Bun,Bakery,Amul,2000,26-01-2026,31-01-2026,5,5,Ambient,61.87,India,1
PRD_4367,Rice,Grains/Legumes,Nestle,250,13-05-2025,28-01-2026,260,2,Ambient,282.61,India,1
PRD_4368,Bun,Bakery,Aashirvaad,5000,01-02-2026,04-02-2026,3,9,Ambient,134.2,India,0
PRD_4369,Pasta,Grains/Legumes,MTR,2000,13-08-2025,09-02-2026,180,14,Ambient,484.82,India,0
PRD_4370,Rice,Grains/Legumes,Fortune,250,28-02-2025,24-01-2026,330,-2,Ambient,277.64,India,1
PRD_4371,Paneer,Dairy,MTR,2000,16-01-2026,23-01-2026,7,-3,Refrigerated,249.65,India,1
PRD_4372,Chicken,Protein,Britannia,1000,16-01-2026,23-01-2026,7,-3,Refrigerated,146.11,India,1
PRD_4373,Noodles,Grains/Legumes,ITC,500,04-05-2025,31-01-2026,272,5,Ambient,449.19,India,1
PRD_4374,Noodles,Grains/Legumes,Aashirvaad,500,25-04-2025,02-02-2026,283,7,Ambient,393.62,India,0
PRD_4375,Paneer,Dairy,MTR,250,16-01-2026,27-01-2026,11,1,Refrigerated,307.4,India,1
PRD_4376,Rice,Grains/Legumes,Fortune,5000,12-07-2025,26-01-2026,198,0,Ambient,179.56,India,0
PRD_4377,Paneer,Dairy,Britannia,5000,27-01-2026,08-02-2026,12,13,Refrigerated,241.8,India,0
PRD_4378,Rice,Grains/Legumes,Amul,2000,01-05-2025,31-01-2026,275,5,Ambient,217.01,India,1
PRD_4379,Rajma,Grains/Legumes,Amul,5000,19-04-2025,04-02-2026,291,9,Ambient,368.82,India,0
PRD_4380,Rajma,Grains/Legumes,Mother Dairy,2000,26-04-2025,26-01-2026,275,0,Ambient,523.49,India,0
PRD_4381,Fish,Protein,MTR,5000,28-01-2026,08-02-2026,11,13,Refrigerated,74.55,India,0
PRD_4382,Vegetables,Produce,Fortune,5000,26-01-2026,30-01-2026,4,4,Refrigerated,309.82,India,0
PRD_4383,Pasta,Grains/Legumes,Britannia,2000,26-06-2025,28-01-2026,216,2,Ambient,374.04,India,1
PRD_4384,Flour,Grains/Legumes,Fortune,5000,20-07-2025,09-02-2026,204,14,Ambient,480.51,India,0
PRD_4385,Chicken,Protein,MTR,5000,16-01-2026,24-01-2026,8,-2,Refrigerated,198.95,India,1
PRD_4386,Rice,Grains/Legumes,Nestle,2000,04-06-2025,02-02-2026,243,7,Ambient,361.46,India,0
PRD_4387,Fish,Protein,Fortune,500,11-01-2026,25-01-2026,14,-1,Refrigerated,133.52,India,1
PRD_4388,Noodles,Grains/Legumes,MTR,1000,31-05-2025,27-01-2026,241,1,Ambient,149.05,India,1
PRD_4389,Rice Batter,Bakery,Amul,500,26-01-2026,29-01-2026,3,3,Ambient,103.05,India,0
PRD_4390,Noodles,Grains/Legumes,Britannia,500,30-07-2025,31-01-2026,185,5,Ambient,277.62,India,1
PRD_4391,Rice,Grains/Legumes,Mother Dairy,250,02-05-2025,10-02-2026,284,15,Ambient,446.75,India,0
PRD_4392,Rice,Grains/Legumes,ITC,1000,09-07-2025,28-01-2026,203,2,Ambient,306.67,India,1
PRD_4393,Bun,Bakery,Mother Dairy,2000,25-01-2026,28-01-2026,3,2,Ambient,563.34,India,0
PRD_4394,Noodles,Grains/Legumes,MTR,2000,22-04-2025,02-02-2026,286,7,Ambient,35.57,India,0
PRD_4395,Pasta,Grains/Legumes,MTR,500,30-01-2025,30-01-2026,365,4,Ambient,455.28,India,0
PRD_4396,Pasta,Grains/Legumes,MTR,2000,22-06-2025,25-01-2026,217,-1,Ambient,260.34,India,1
PRD_4397,Paneer,Dairy,Aashirvaad,500,18-01-2026,25-01-2026,7,-1,Refrigerated,34.72,India,1
PRD_4398,Fish,Protein,MTR,5000,11-01-2026,25-01-2026,14,-1,Refrigerated,585.05,India,1
PRD_4399,Chicken,Protein,Mother Dairy,2000,28-01-2026,10-02-2026,13,15,Refrigerated,162.93,India,0
PRD_4400,Noodles,Grains/Legumes,Aashirvaad,1000,22-06-2025,02-02-2026,225,7,Ambient,419.57,India,1
PRD_4401,Chicken,Protein,ITC,250,19-01-2026,31-01-2026,12,5,Refrigerated,221.72,India,0
PRD_4402,Rice,Grains/Legumes,Aashirvaad,500,27-03-2025,27-01-2026,306,1,Ambient,356.3,India,0
PRD_4403,Pasta,Grains/Legumes,Mother Dairy,500,17-05-2025,04-02-2026,263,9,Ambient,144.15,India,0
PRD_4404,Fish,Protein,Nestle,250,30-01-2026,06-02-2026,7,11,Refrigerated,280.33,India,0
PRD_4405,Rice Batter,Bakery,Fortune,1000,24-01-2026,27-01-2026,3,1,Ambient,28.03,India,1
PRD_4406,Noodles,Grains/Legumes,ITC,250,15-07-2025,30-01-2026,199,4,Ambient,65.33,India,1
PRD_4407,Fish,Protein,Mother Dairy,1000,27-01-2026,05-02-2026,9,10,Refrigerated,518.06,India,1
PRD_4408,Noodles,Grains/Legumes,ITC,5000,02-05-2025,10-02-2026,284,15,Ambient,462.83,India,0
PRD_4409,Bun,Bakery,Mother Dairy,500,22-01-2026,26-01-2026,4,0,Ambient,394.45,India,1
PRD_4410,Noodles,Grains/Legumes,Mother Dairy,5000,15-05-2025,05-02-2026,266,10,Ambient,276.78,India,0
PRD_4411,Bun,Bakery,MTR,1000,23-01-2026,26-01-2026,3,0,Ambient,488.97,India,1
PRD_4412,Rajma,Grains/Legumes,Aashirvaad,1000,27-04-2025,01-02-2026,280,6,Ambient,56.43,India,0
PRD_4413,Flour,Grains/Legumes,ITC,500,24-04-2025,31-01-2026,282,5,Ambient,36.26,India,1
PRD_4414,Rice Batter,Bakery,MTR,1000,21-01-2026,26-01-2026,5,0,Ambient,484.14,India,0
PRD_4415,Paneer,Dairy,Mother Dairy,5000,19-01-2026,25-01-2026,6,-1,Refrigerated,252.45,India,1
PRD_4416,Vegetables,Produce,Nestle,500,29-01-2026,05-02-2026,7,10,Refrigerated,499.33,India,0
PRD_4417,Fish,Protein,Mother Dairy,250,19-01-2026,02-02-2026,14,7,Refrigerated,286.23,India,0
PRD_4418,Rice,Grains/Legumes,Fortune,250,04-08-2025,05-02-2026,185,10,Ambient,326.95,India,0
PRD_4419,Pasta,Grains/Legumes,Nestle,5000,02-06-2025,01-02-2026,244,6,Ambient,449.15,India,0
PRD_4420,Noodles,Grains/Legumes,Amul,5000,19-06-2025,01-02-2026,227,6,Ambient,525.09,India,0
PRD_4421,Rice Batter,Bakery,Aashirvaad,1000,29-01-2026,03-02-2026,5,8,Ambient,244.14,India,0
PRD_4422,Rajma,Grains/Legumes,Mother Dairy,500,30-04-2025,30-01-2026,275,4,Ambient,360.61,India,1
PRD_4423,Paneer,Dairy,Aashirvaad,1000,20-01-2026,30-01-2026,10,4,Refrigerated,33.94,India,1
PRD_4424,Bun,Bakery,Fortune,1000,23-01-2026,28-01-2026,5,2,Ambient,259.59,India,1
PRD_4425,Vegetables,Produce,ITC,500,02-02-2026,09-02-2026,7,14,Refrigerated,216.68,India,1
PRD_4426,Rice Batter,Bakery,MTR,500,22-01-2026,26-01-2026,4,0,Ambient,42.56,India,1
PRD_4427,Chicken,Protein,Aashirvaad,5000,17-01-2026,30-01-2026,13,4,Refrigerated,424.25,India,1
PRD_4428,Noodles,Grains/Legumes,MTR,500,07-06-2025,29-01-2026,236,3,Ambient,369.66,India,0
PRD_4429,Pasta,Grains/Legumes,Nestle,5000,19-04-2025,25-01-2026,281,-1,Ambient,459.56,India,1
PRD_4430,Rice,Grains/Legumes,Nestle,2000,19-03-2025,28-01-2026,315,2,Ambient,336.86,India,1
PRD_4431,Vegetables,Produce,Fortune,500,20-01-2026,24-01-2026,4,-2,Refrigerated,161.49,India,1
PRD_4432,Pasta,Grains/Legumes,Nestle,500,10-06-2025,25-01-2026,229,-1,Ambient,305.56,India,0
PRD_4433,Noodles,Grains/Legumes,Aashirvaad,1000,05-08-2025,05-02-2026,184,10,Ambient,171.62,India,0
PRD_4434,Flour,Grains/Legumes,Fortune,5000,24-04-2025,08-02-2026,290,13,Ambient,175.58,India,0
PRD_4435,Rice,Grains/Legumes,Nestle,250,23-04-2025,25-01-2026,277,-1,Ambient,433.59,India,1
PRD_4436,Pasta,Grains/Legumes,Fortune,500,28-04-2025,09-02-2026,287,14,Ambient,33.01,India,0
PRD_4437,Fish,Protein,Fortune,5000,15-01-2026,27-01-2026,12,1,Refrigerated,463.02,India,1
PRD_4438,Chicken,Protein,Nestle,250,15-01-2026,30-01-2026,15,4,Refrigerated,64.02,India,0
PRD_4439,Fish,Protein,Amul,2000,31-01-2026,08-02-2026,8,13,Refrigerated,81.17,India,0
PRD_4440,Vegetables,Produce,MTR,5000,16-01-2026,23-01-2026,7,-3,Refrigerated,369.58,India,1
PRD_4441,Noodles,Grains/Legumes,Nestle,1000,30-01-2025,24-01-2026,359,-2,Ambient,363.35,India,0
PRD_4442,Flour,Grains/Legumes,MTR,500,18-03-2025,29-01-2026,317,3,Ambient,471.77,India,0
PRD_4443,Rice Batter,Bakery,Nestle,5000,31-01-2026,05-02-2026,5,10,Ambient,504.84,India,0
PRD_4444,Rajma,Grains/Legumes,MTR,250,24-07-2025,29-01-2026,189,3,Ambient,418.21,India,0
PRD_4445,Fish,Protein,Nestle,250,28-01-2026,05-02-2026,8,10,Refrigerated,410.68,India,0
PRD_4446,Bun,Bakery,Britannia,5000,24-01-2026,28-01-2026,4,2,Ambient,66.96,India,1
PRD_4447,Rice Batter,Bakery,MTR,1000,29-01-2026,03-02-2026,5,8,Ambient,209.88,India,0
PRD_4448,Bun,Bakery,Mother Dairy,250,06-02-2026,10-02-2026,4,15,Ambient,88.27,India,0
PRD_4449,Rice,Grains/Legumes,Britannia,2000,21-02-2025,05-02-2026,349,10,Ambient,569.98,India,0
PRD_4450,Chicken,Protein,MTR,1000,19-01-2026,26-01-2026,7,0,Refrigerated,306.29,India,1
PRD_4451,Fish,Protein,Britannia,1000,27-01-2026,10-02-2026,14,15,Refrigerated,303.15,India,1
PRD_4452,Rice,Grains/Legumes,ITC,500,03-05-2025,26-01-2026,268,0,Ambient,208.13,India,1
PRD_4453,Chicken,Protein,Amul,500,18-01-2026,30-01-2026,12,4,Refrigerated,129.5,India,1
PRD_4454,Flour,Grains/Legumes,MTR,5000,02-07-2025,27-01-2026,209,1,Ambient,421.8,India,1
PRD_4455,Rice Batter,Bakery,MTR,1000,24-01-2026,29-01-2026,5,3,Ambient,338.72,India,0
PRD_4456,Chicken,Protein,Amul,1000,22-01-2026,01-02-2026,10,6,Refrigerated,240.12,India,0
PRD_4457,Vegetables,Produce,Mother Dairy,500,22-01-2026,25-01-2026,3,-1,Refrigerated,355.43,India,1
PRD_4458,Vegetables,Produce,Nestle,250,30-01-2026,05-02-2026,6,10,Refrigerated,484.65,India,1
PRD_4459,Paneer,Dairy,Amul,5000,24-01-2026,01-02-2026,8,6,Refrigerated,182.91,India,0
PRD_4460,Flour,Grains/Legumes,Aashirvaad,1000,06-04-2025,02-02-2026,302,7,Ambient,65.56,India,0
PRD_4461,Noodles,Grains/Legumes,Aashirvaad,2000,27-07-2025,07-02-2026,195,12,Ambient,74.68,India,0
PRD_4462,Pasta,Grains/Legumes,MTR,250,03-03-2025,04-02-2026,338,9,Ambient,252.5,India,0
PRD_4463,Bun,Bakery,Fortune,2000,21-01-2026,25-01-2026,4,-1,Ambient,301.37,India,1
PRD_4464,Chicken,Protein,Fortune,5000,27-01-2026,03-02-2026,7,8,Refrigerated,190.62,India,0
PRD_4465,Rice Batter,Bakery,Mother Dairy,2000,27-01-2026,01-02-2026,5,6,Ambient,173.47,India,0
PRD_4466,Chicken,Protein,Nestle,500,29-01-2026,09-02-2026,11,14,Refrigerated,272.11,India,1
PRD_4467,Paneer,Dairy,MTR,2000,22-01-2026,02-02-2026,11,7,Refrigerated,352.38,India,0
PRD_4468,Rice Batter,Bakery,Mother Dairy,2000,30-01-2026,04-02-2026,5,9,Ambient,549.13,India,0
PRD_4469,Pasta,Grains/Legumes,ITC,5000,05-05-2025,27-01-2026,267,1,Ambient,336.62,India,1
PRD_4470,Fish,Protein,Nestle,2000,24-01-2026,04-02-2026,11,9,Refrigerated,185.03,India,0
PRD_4471,Fish,Protein,Britannia,500,23-01-2026,03-02-2026,11,8,Refrigerated,393.02,India,0
PRD_4472,Flour,Grains/Legumes,Amul,250,21-04-2025,31-01-2026,285,5,Ambient,98.76,India,1
PRD_4473,Rice Batter,Bakery,Mother Dairy,2000,23-01-2026,27-01-2026,4,1,Ambient,417.6,India,0
PRD_4474,Pasta,Grains/Legumes,Fortune,500,22-02-2025,06-02-2026,349,11,Ambient,544.64,India,0
PRD_4475,Bun,Bakery,Mother Dairy,250,20-01-2026,25-01-2026,5,-1,Ambient,555.11,India,1
PRD_4476,Chicken,Protein,Aashirvaad,500,26-01-2026,05-02-2026,10,10,Refrigerated,65.28,India,1
PRD_4477,Vegetables,Produce,Mother Dairy,5000,06-02-2026,09-02-2026,3,14,Refrigerated,516.13,India,1
PRD_4478,Rice,Grains/Legumes,Fortune,2000,03-08-2025,08-02-2026,189,13,Ambient,561.74,India,0
PRD_4479,Paneer,Dairy,Mother Dairy,5000,25-01-2026,01-02-2026,7,6,Refrigerated,158.37,India,0
PRD_4480,Paneer,Dairy,Amul,250,23-01-2026,04-02-2026,12,9,Refrigerated,71.86,India,0
PRD_4481,Noodles,Grains/Legumes,Mother Dairy,500,19-03-2025,07-02-2026,325,12,Ambient,404.72,India,0
PRD_4482,Bun,Bakery,ITC,1000,04-02-2026,09-02-2026,5,14,Ambient,488.54,India,0
PRD_4483,Noodles,Grains/Legumes,Britannia,1000,20-04-2025,06-02-2026,292,11,Ambient,502.44,India,0
PRD_4484,Bun,Bakery,Mother Dairy,500,27-01-2026,30-01-2026,3,4,Ambient,70.77,India,0
PRD_4485,Pasta,Grains/Legumes,MTR,2000,25-04-2025,03-02-2026,284,8,Ambient,581,India,0
PRD_4486,Vegetables,Produce,ITC,2000,23-01-2026,26-01-2026,3,0,Refrigerated,126.83,India,1
PRD_4487,Flour,Grains/Legumes,MTR,500,31-05-2025,01-02-2026,246,6,Ambient,240.94,India,0
PRD_4488,Vegetables,Produce,Amul,1000,21-01-2026,28-01-2026,7,2,Refrigerated,191.69,India,1
PRD_4489,Pasta,Grains/Legumes,Mother Dairy,1000,11-05-2025,04-02-2026,269,9,Ambient,371.25,India,0
PRD_4490,Vegetables,Produce,Britannia,2000,25-01-2026,28-01-2026,3,2,Refrigerated,377.17,India,1
PRD_4491,Rice,Grains/Legumes,Mother Dairy,500,02-06-2025,06-02-2026,249,11,Ambient,309.57,India,0
PRD_4492,Flour,Grains/Legumes,Fortune,250,05-07-2025,07-02-2026,217,12,Ambient,324.33,India,0
PRD_4493,Noodles,Grains/Legumes,Fortune,250,27-03-2025,10-02-2026,320,15,Ambient,109.97,India,0
PRD_4494,Bun,Bakery,Fortune,2000,29-01-2026,03-02-2026,5,8,Ambient,310.01,India,0
PRD_4495,Paneer,Dairy,Amul,250,17-01-2026,23-01-2026,6,-3,Refrigerated,361.41,India,1
PRD_4496,Paneer,Dairy,MTR,1000,25-01-2026,31-01-2026,6,5,Refrigerated,486.17,India,0
PRD_4497,Noodles,Grains/Legumes,Amul,500,15-05-2025,10-02-2026,271,15,Ambient,503.32,India,0
PRD_4498,Fish,Protein,ITC,1000,21-01-2026,04-02-2026,14,9,Refrigerated,334.3,India,1
PRD_4499,Noodles,Grains/Legumes,Fortune,500,27-06-2025,24-01-2026,211,-2,Ambient,39.17,India,1
PRD_4500,Noodles,Grains/Legumes,Britannia,5000,15-07-2025,24-01-2026,193,-2,Ambient,124.82,India,1
PRD_4501,Rice Batter,Bakery,ITC,500,30-01-2026,02-02-2026,3,7,Ambient,552.43,India,0
PRD_4502,Rajma,Grains/Legumes,Britannia,5000,18-03-2025,25-01-2026,313,-1,Ambient,365.04,India,1
PRD_4503,Chicken,Protein,Amul,2000,26-01-2026,10-02-2026,15,15,Refrigerated,549.25,India,0
PRD_4504,Noodles,Grains/Legumes,MTR,2000,28-06-2025,03-02-2026,220,8,Ambient,512.14,India,0
PRD_4505,Noodles,Grains/Legumes,Aashirvaad,1000,23-02-2025,03-02-2026,345,8,Ambient,475.72,India,0
PRD_4506,Rajma,Grains/Legumes,Aashirvaad,500,21-03-2025,27-01-2026,312,1,Ambient,375.49,India,0
PRD_4507,Rice Batter,Bakery,Amul,2000,31-01-2026,04-02-2026,4,9,Ambient,239.54,India,0
PRD_4508,Vegetables,Produce,Britannia,500,23-01-2026,28-01-2026,5,2,Refrigerated,128.24,India,1
PRD_4509,Fish,Protein,Mother Dairy,5000,13-01-2026,24-01-2026,11,-2,Refrigerated,542.85,India,1
PRD_4510,Pasta,Grains/Legumes,ITC,1000,18-03-2025,07-02-2026,326,12,Ambient,206.2,India,0
PRD_4511,Noodles,Grains/Legumes,Mother Dairy,5000,28-02-2025,23-01-2026,329,-3,Ambient,226.24,India,1
PRD_4512,Rice Batter,Bakery,Nestle,5000,20-01-2026,25-01-2026,5,-1,Ambient,94.84,India,1
PRD_4513,Vegetables,Produce,ITC,2000,07-02-2026,10-02-2026,3,15,Refrigerated,226.24,India,0
PRD_4514,Rajma,Grains/Legumes,ITC,5000,30-06-2025,07-02-2026,222,12,Ambient,499.42,India,0
PRD_4515,Rice Batter,Bakery,Britannia,500,21-01-2026,25-01-2026,4,-1,Ambient,221,India,1
PRD_4516,Pasta,Grains/Legumes,Amul,250,19-02-2025,26-01-2026,341,0,Ambient,70.33,India,1
PRD_4517,Noodles,Grains/Legumes,Aashirvaad,250,20-06-2025,09-02-2026,234,14,Ambient,208.17,India,0
PRD_4518,Pasta,Grains/Legumes,Fortune,500,05-02-2025,23-01-2026,352,-3,Ambient,280.83,India,1
PRD_4519,Rajma,Grains/Legumes,Aashirvaad,500,09-03-2025,24-01-2026,321,-2,Ambient,208.52,India,1
PRD_4520,Noodles,Grains/Legumes,MTR,250,26-04-2025,04-02-2026,284,9,Ambient,231.64,India,0
PRD_4521,Pasta,Grains/Legumes,Amul,2000,01-07-2025,28-01-2026,211,2,Ambient,148.05,India,1
PRD_4522,Pasta,Grains/Legumes,ITC,500,28-04-2025,05-02-2026,283,10,Ambient,370.2,India,0
PRD_4523,Paneer,Dairy,Nestle,1000,13-01-2026,23-01-2026,10,-3,Refrigerated,318.84,India,1
PRD_4524,Vegetables,Produce,Aashirvaad,2000,30-01-2026,05-02-2026,6,10,Refrigerated,255.82,India,0
PRD_4525,Noodles,Grains/Legumes,Mother Dairy,1000,19-06-2025,27-01-2026,222,1,Ambient,482.93,India,1
PRD_4526,Fish,Protein,MTR,500,02-02-2026,09-02-2026,7,14,Refrigerated,136.04,India,0
PRD_4527,Rice,Grains/Legumes,Nestle,5000,13-03-2025,26-01-2026,319,0,Ambient,20.54,India,1
PRD_4528,Bun,Bakery,Britannia,5000,01-02-2026,04-02-2026,3,9,Ambient,78.79,India,0
PRD_4529,Rice Batter,Bakery,Aashirvaad,2000,29-01-2026,03-02-2026,5,8,Ambient,65.92,India,0
PRD_4530,Chicken,Protein,MTR,500,18-01-2026,27-01-2026,9,1,Refrigerated,291.08,India,1
PRD_4531,Paneer,Dairy,Mother Dairy,1000,19-01-2026,28-01-2026,9,2,Refrigerated,93.16,India,1
PRD_4532,Rajma,Grains/Legumes,Britannia,1000,08-04-2025,09-02-2026,307,14,Ambient,576.15,India,0
PRD_4533,Flour,Grains/Legumes,Amul,250,08-07-2025,10-02-2026,217,15,Ambient,142.51,India,0
PRD_4534,Rice Batter,Bakery,Amul,2000,05-02-2026,08-02-2026,3,13,Ambient,89.09,India,0
PRD_4535,Paneer,Dairy,Britannia,5000,03-02-2026,09-02-2026,6,14,Refrigerated,151.48,India,0
PRD_4536,Pasta,Grains/Legumes,MTR,500,27-04-2025,09-02-2026,288,14,Ambient,216.25,India,0
PRD_4537,Rice,Grains/Legumes,Mother Dairy,5000,02-06-2025,31-01-2026,243,5,Ambient,407.42,India,1
PRD_4538,Chicken,Protein,Nestle,5000,13-01-2026,26-01-2026,13,0,Refrigerated,240.97,India,1
PRD_4539,Noodles,Grains/Legumes,Nestle,500,01-07-2025,30-01-2026,213,4,Ambient,229.86,India,0
PRD_4540,Flour,Grains/Legumes,Nestle,2000,05-07-2025,23-01-2026,202,-3,Ambient,566.27,India,1
PRD_4541,Paneer,Dairy,Nestle,250,14-01-2026,24-01-2026,10,-2,Refrigerated,523.81,India,1
PRD_4542,Chicken,Protein,Aashirvaad,250,20-01-2026,27-01-2026,7,1,Refrigerated,479.38,India,1
PRD_4543,Flour,Grains/Legumes,MTR,1000,03-07-2025,31-01-2026,212,5,Ambient,398.67,India,0
PRD_4544,Rice,Grains/Legumes,Mother Dairy,2000,26-02-2025,28-01-2026,336,2,Ambient,91.67,India,0
PRD_4545,Flour,Grains/Legumes,Fortune,2000,21-04-2025,29-01-2026,283,3,Ambient,527.24,India,0
PRD_4546,Rice,Grains/Legumes,ITC,2000,09-02-2025,25-01-2026,350,-1,Ambient,49.1,India,1
PRD_4547,Rajma,Grains/Legumes,Britannia,250,24-02-2025,01-02-2026,342,6,Ambient,474.43,India,0
PRD_4548,Vegetables,Produce,Nestle,2000,26-01-2026,02-02-2026,7,7,Refrigerated,586.6,India,0
