Recipe_ID,Recipe_Name,Category,Cuisine,Ingredients,Main_Ingredient,Meal_Type,Difficulty_Level,Preparation_Time_Min,Calories_kcal,Target_Country,Validation_Source
2268,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Hard,22,559,India,Authentic Culinary Database
2269,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Breakfast,Medium,59,322,India,Authentic Culinary Database
2270,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Dinner,Hard,25,252,India,Authentic Culinary Database
2271,Risotto,Bakery,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Snack,Easy,30,257,India,Authentic Culinary Database
2272,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Breakfast,Hard,49,220,India,Authentic Culinary Database
2273,Margherita Pizza,Produce,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Lunch,Easy,50,226,India,Authentic Culinary Database
2274,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Snack,Medium,35,680,India,Authentic Culinary Database
2275,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Breakfast,Medium,34,361,India,Authentic Culinary Database
2276,Quesadillas,Grains/Legumes,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Breakfast,Easy,26,345,India,Authentic Culinary Database
2277,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Lunch,Hard,40,615,India,Authentic Culinary Database
2278,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Hard,34,390,India,Authentic Culinary Database
2279,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Lunch,Hard,44,626,India,Authentic Culinary Database
2280,Chicken Tacos,Bakery,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Snack,Easy,28,227,India,Authentic Culinary Database
2281,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Snack,Hard,30,584,India,Authentic Culinary Database
2282,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Breakfast,Easy,41,172,India,Authentic Culinary Database
2283,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Breakfast,Hard,42,613,India,Authentic Culinary Database
2284,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Snack,Hard,23,509,India,Authentic Culinary Database
2285,Kalan,Produce,Indian,"Kalan, Basic Spices, Oil, Salt",Kalan,Breakfast,Hard,51,156,India,Authentic Culinary Database
2286,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Lunch,Hard,36,512,India,Authentic Culinary Database
2287,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Dinner,Easy,49,577,India,Authentic Culinary Database
2288,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Snack,Medium,30,453,India,Authentic Culinary Database
2289,Jeera Aloo,Produce,Indian,"Jeera, Basic Spices, Oil, Salt",Jeera,Dinner,Medium,16,698,India,Authentic Culinary Database
2290,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Dinner,Hard,45,168,India,Authentic Culinary Database
2291,Hot Dog,Bakery,American,"Hot, Basic Spices, Oil, Salt",Hot,Lunch,Hard,31,695,India,Authentic Culinary Database
2292,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Snack,Easy,49,388,India,Authentic Culinary Database
2293,Drumstick Curry,Produce,Indian,"Drumstick, Basic Spices, Oil, Salt",Drumstick,Snack,Medium,37,679,India,Authentic Culinary Database
2294,Dim Sum,Dairy,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Dinner,Easy,53,547,India,Authentic Culinary Database
2295,Pancakes,Grains/Legumes,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Lunch,Medium,45,659,India,Authentic Culinary Database
2296,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Easy,56,597,India,Authentic Culinary Database
2297,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Dinner,Hard,48,521,India,Authentic Culinary Database
2298,Apple Pie,Grains/Legumes,American,"Apple, Basic Spices, Oil, Salt",Apple,Breakfast,Easy,44,563,India,Authentic Culinary Database
2299,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Hard,43,429,India,Authentic Culinary Database
2300,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Dinner,Hard,43,543,India,Authentic Culinary Database
2301,Butter Chicken,Protein,Indian,"Butter, Tomato Puree, Butter, Cream, Spices",Butter,Dinner,Medium,51,688,India,Authentic Culinary Database
2302,Kadai Paneer,Dairy,Indian,"Paneer, Kadai, Basic Spices, Oil, Salt",Kadai,Breakfast,Medium,16,587,India,Authentic Culinary Database
2303,Margherita Pizza,Grains/Legumes,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Lunch,Medium,29,494,India,Authentic Culinary Database
2304,Paneer Tikka,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Breakfast,Medium,39,363,India,Authentic Culinary Database
2305,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Breakfast,Easy,43,526,India,Authentic Culinary Database
2306,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Hard,47,550,India,Authentic Culinary Database
2307,Bruschetta,Grains/Legumes,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Breakfast,Medium,58,613,India,Authentic Culinary Database
2308,Quesadillas,Grains/Legumes,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Lunch,Easy,20,173,India,Authentic Culinary Database
2309,Pasta Carbonara,Dairy,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Lunch,Easy,59,169,India,Authentic Culinary Database
2310,Chow Mein,Protein,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Breakfast,Easy,48,672,India,Authentic Culinary Database
2311,Hot Dog,Produce,American,"Hot, Basic Spices, Oil, Salt",Hot,Breakfast,Hard,28,218,India,Authentic Culinary Database
2312,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Lunch,Medium,58,164,India,Authentic Culinary Database
2313,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Breakfast,Hard,52,323,India,Authentic Culinary Database
2314,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Dinner,Easy,21,374,India,Authentic Culinary Database
2315,Shrikhand,Dairy,Indian,"Hung Curd, Sugar, Saffron, Cardamom",Shrikhand,Breakfast,Easy,45,296,India,Authentic Culinary Database
2316,Buffalo Wings,Bakery,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Dinner,Easy,31,472,India,Authentic Culinary Database
2317,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Breakfast,Medium,55,460,India,Authentic Culinary Database
2318,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Hard,19,240,India,Authentic Culinary Database
2319,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Breakfast,Easy,43,607,India,Authentic Culinary Database
2320,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Snack,Medium,43,663,India,Authentic Culinary Database
2321,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Dinner,Hard,45,572,India,Authentic Culinary Database
2322,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Dinner,Hard,58,587,India,Authentic Culinary Database
2323,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Dinner,Medium,25,301,India,Authentic Culinary Database
2324,Dal Tadka,Produce,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Snack,Easy,49,338,India,Authentic Culinary Database
2325,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Dinner,Easy,48,512,India,Authentic Culinary Database
2326,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Lunch,Hard,38,505,India,Authentic Culinary Database
2327,Kalan,Produce,Indian,"Kalan, Basic Spices, Oil, Salt",Kalan,Snack,Hard,44,298,India,Authentic Culinary Database
2328,Hot Dog,Bakery,American,"Hot, Basic Spices, Oil, Salt",Hot,Dinner,Medium,28,555,India,Authentic Culinary Database
2329,Rasgulla,Dairy,Indian,"Chenna, Sugar Syrup",Rasgulla,Lunch,Medium,37,211,India,Authentic Culinary Database
2330,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Snack,Hard,49,594,India,Authentic Culinary Database
2331,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Breakfast,Hard,39,528,India,Authentic Culinary Database
2332,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Lunch,Easy,37,298,India,Authentic Culinary Database
2333,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Lunch,Medium,37,380,India,Authentic Culinary Database
2334,Olan,Produce,Indian,"Olan, Basic Spices, Oil, Salt",Olan,Lunch,Easy,47,218,India,Authentic Culinary Database
2335,BBQ Ribs,Bakery,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Breakfast,Easy,17,209,India,Authentic Culinary Database
2336,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Breakfast,Hard,33,333,India,Authentic Culinary Database
2337,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Medium,57,509,India,Authentic Culinary Database
2338,Quesadillas,Dairy,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Snack,Easy,60,287,India,Authentic Culinary Database
2339,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Medium,55,629,India,Authentic Culinary Database
2340,Apple Pie,Produce,American,"Apple, Basic Spices, Oil, Salt",Apple,Snack,Medium,30,333,India,Authentic Culinary Database
2341,Jeera Aloo,Produce,Indian,"Jeera, Basic Spices, Oil, Salt",Jeera,Lunch,Medium,38,511,India,Authentic Culinary Database
2342,Rogan Josh,Protein,Indian,"Mutton, Yogurt, Spices, Ginger",Josh,Snack,Medium,20,376,India,Authentic Culinary Database
2343,Guacamole,Grains/Legumes,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Snack,Hard,36,635,India,Authentic Culinary Database
2344,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Medium,16,349,India,Authentic Culinary Database
2345,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Breakfast,Medium,17,193,India,Authentic Culinary Database
2346,Margherita Pizza,Dairy,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Breakfast,Medium,30,543,India,Authentic Culinary Database
2347,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Breakfast,Hard,39,630,India,Authentic Culinary Database
2348,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Lunch,Medium,46,640,India,Authentic Culinary Database
2349,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Hard,31,152,India,Authentic Culinary Database
2350,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Breakfast,Easy,30,606,India,Authentic Culinary Database
2351,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Snack,Hard,48,471,India,Authentic Culinary Database
2352,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Breakfast,Hard,48,662,India,Authentic Culinary Database
2353,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Breakfast,Medium,18,239,India,Authentic Culinary Database
2354,Margherita Pizza,Dairy,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Dinner,Hard,42,570,India,Authentic Culinary Database
2355,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Lunch,Medium,43,442,India,Authentic Culinary Database
2356,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Snack,Hard,24,624,India,Authentic Culinary Database
2357,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Lunch,Hard,16,455,India,Authentic Culinary Database
2358,Chow Mein,Grains/Legumes,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Lunch,Medium,31,459,India,Authentic Culinary Database
2359,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Hard,34,661,India,Authentic Culinary Database
2360,Rava Idli,Bakery,Indian,"Rava, Basic Spices, Oil, Salt",Idli,Breakfast,Hard,15,250,India,Authentic Culinary Database
2361,Dim Sum,Bakery,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Breakfast,Easy,40,166,India,Authentic Culinary Database
2362,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Snack,Easy,51,655,India,Authentic Culinary Database
2363,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Dinner,Hard,24,589,India,Authentic Culinary Database
2364,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Dinner,Hard,38,504,India,Authentic Culinary Database
2365,Mapo Tofu,Bakery,Chinese,"Mapo, Basic Spices, Oil, Salt",Mapo,Snack,Medium,44,595,India,Authentic Culinary Database
2366,Paneer Bhurji,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Breakfast,Easy,47,362,India,Authentic Culinary Database
2367,Butter Chicken,Protein,Indian,"Butter, Tomato Puree, Butter, Cream, Spices",Butter,Dinner,Easy,36,646,India,Authentic Culinary Database
2368,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Hard,31,674,India,Authentic Culinary Database
2369,Dal Makhani,Produce,Indian,"Black Lentils, Kidney Beans, Butter, Cream, Spices",Makhani,Dinner,Easy,51,449,India,Authentic Culinary Database
2370,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Hard,38,180,India,Authentic Culinary Database
2371,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Snack,Hard,36,216,India,Authentic Culinary Database
2372,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Lunch,Hard,32,375,India,Authentic Culinary Database
2373,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Snack,Hard,44,575,India,Authentic Culinary Database
2374,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Dinner,Easy,47,421,India,Authentic Culinary Database
2375,Prawn Roast,Protein,Indian,"Prawn, Basic Spices, Oil, Salt",Prawn,Dinner,Medium,60,311,India,Authentic Culinary Database
2376,Beef Enchiladas,Grains/Legumes,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Dinner,Medium,26,443,India,Authentic Culinary Database
2377,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Lunch,Medium,33,664,India,Authentic Culinary Database
2378,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Easy,19,248,India,Authentic Culinary Database
2379,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Snack,Easy,38,194,India,Authentic Culinary Database
2380,Hot Dog,Bakery,American,"Hot, Basic Spices, Oil, Salt",Hot,Snack,Easy,24,687,India,Authentic Culinary Database
2381,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Hard,51,607,India,Authentic Culinary Database
2382,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Lunch,Easy,29,328,India,Authentic Culinary Database
2383,Burritos,Protein,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Dinner,Medium,23,673,India,Authentic Culinary Database
2384,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Easy,35,257,India,Authentic Culinary Database
2385,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Snack,Medium,29,434,India,Authentic Culinary Database
2386,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Lunch,Hard,37,280,India,Authentic Culinary Database
2387,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Snack,Medium,22,600,India,Authentic Culinary Database
2388,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Lunch,Medium,57,654,India,Authentic Culinary Database
2389,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Hard,51,520,India,Authentic Culinary Database
2390,Risotto,Grains/Legumes,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Snack,Easy,20,449,India,Authentic Culinary Database
2391,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Dinner,Hard,49,565,India,Authentic Culinary Database
2392,Beef Enchiladas,Bakery,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Dinner,Easy,18,640,India,Authentic Culinary Database
2393,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Breakfast,Easy,37,550,India,Authentic Culinary Database
2394,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Dinner,Hard,21,456,India,Authentic Culinary Database
2395,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Lunch,Medium,35,509,India,Authentic Culinary Database
2396,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Dinner,Easy,21,345,India,Authentic Culinary Database
2397,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Dinner,Medium,51,469,India,Authentic Culinary Database
2398,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Breakfast,Easy,21,642,India,Authentic Culinary Database
2399,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Breakfast,Medium,24,259,India,Authentic Culinary Database
2400,Gulab Jamun,Dairy,Indian,"Gulab, Basic Spices, Oil, Salt",Gulab,Breakfast,Medium,60,243,India,Authentic Culinary Database
2401,Neer Dosa,Bakery,Indian,"Neer, Basic Spices, Oil, Salt",Dosa,Lunch,Hard,27,585,India,Authentic Culinary Database
2402,Kheer,Dairy,Indian,"Kheer, Basic Spices, Oil, Salt",Kheer,Snack,Medium,35,558,India,Authentic Culinary Database
2403,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Lunch,Medium,30,387,India,Authentic Culinary Database
2404,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Easy,30,241,India,Authentic Culinary Database
2405,Guacamole,Produce,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Breakfast,Hard,30,697,India,Authentic Culinary Database
2406,Rasamm,Produce,Indian,"Rasamm, Basic Spices, Oil, Salt",Rasamm,Snack,Medium,18,235,India,Authentic Culinary Database
2407,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Dinner,Medium,40,498,India,Authentic Culinary Database
2408,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Breakfast,Medium,40,372,India,Authentic Culinary Database
2409,Poori,Bakery,Indian,"Poori, Basic Spices, Oil, Salt",Poori,Lunch,Easy,21,526,India,Authentic Culinary Database
2410,Margherita Pizza,Protein,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Lunch,Medium,47,436,India,Authentic Culinary Database
2411,Fried Rice,Bakery,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Breakfast,Easy,39,484,India,Authentic Culinary Database
2412,Cheeseburger,Produce,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Breakfast,Easy,47,175,India,Authentic Culinary Database
2413,Neer Dosa,Bakery,Indian,"Neer, Basic Spices, Oil, Salt",Dosa,Lunch,Easy,37,586,India,Authentic Culinary Database
2414,Mapo Tofu,Grains/Legumes,Chinese,"Mapo, Basic Spices, Oil, Salt",Mapo,Breakfast,Easy,27,641,India,Authentic Culinary Database
2415,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Snack,Medium,29,572,India,Authentic Culinary Database
2416,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Medium,25,542,India,Authentic Culinary Database
2417,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Lunch,Hard,48,391,India,Authentic Culinary Database
2418,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Medium,15,162,India,Authentic Culinary Database
2419,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Breakfast,Hard,31,297,India,Authentic Culinary Database
2420,Guacamole,Grains/Legumes,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Breakfast,Medium,22,371,India,Authentic Culinary Database
2421,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Medium,26,546,India,Authentic Culinary Database
2422,Bruschetta,Bakery,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Lunch,Medium,30,389,India,Authentic Culinary Database
2423,Rasgulla,Dairy,Indian,"Chenna, Sugar Syrup",Rasgulla,Breakfast,Medium,21,421,India,Authentic Culinary Database
2424,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Breakfast,Hard,17,359,India,Authentic Culinary Database
2425,Bhindi Masala,Produce,Indian,"Bhindi, Basic Spices, Oil, Salt",Bhindi,Breakfast,Easy,56,413,India,Authentic Culinary Database
2426,Burritos,Bakery,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Hard,25,389,India,Authentic Culinary Database
2427,Guacamole,Bakery,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Snack,Medium,17,242,India,Authentic Culinary Database
2428,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Lunch,Medium,26,574,India,Authentic Culinary Database
2429,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Hard,40,396,India,Authentic Culinary Database
2430,Neer Dosa,Bakery,Indian,"Neer, Basic Spices, Oil, Salt",Dosa,Lunch,Hard,56,424,India,Authentic Culinary Database
2431,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Easy,32,168,India,Authentic Culinary Database
2432,Burritos,Grains/Legumes,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Hard,18,175,India,Authentic Culinary Database
2433,Paneer Tikka,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Dinner,Easy,48,298,India,Authentic Culinary Database
2434,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Lunch,Easy,42,224,India,Authentic Culinary Database
2435,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Lunch,Easy,41,243,India,Authentic Culinary Database
2436,Shrikhand,Dairy,Indian,"Hung Curd, Sugar, Saffron, Cardamom",Shrikhand,Snack,Hard,28,211,India,Authentic Culinary Database
2437,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Lunch,Medium,31,588,India,Authentic Culinary Database
2438,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Hard,44,530,India,Authentic Culinary Database
2439,Neer Dosa,Bakery,Indian,"Neer, Basic Spices, Oil, Salt",Dosa,Dinner,Hard,16,427,India,Authentic Culinary Database
2440,Baingan Bharta,Produce,Indian,"Baingan, Basic Spices, Oil, Salt",Baingan,Lunch,Easy,44,229,India,Authentic Culinary Database
2441,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Snack,Hard,27,328,India,Authentic Culinary Database
2442,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Breakfast,Medium,25,307,India,Authentic Culinary Database
2443,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Easy,19,564,India,Authentic Culinary Database
2444,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Dinner,Easy,52,299,India,Authentic Culinary Database
2445,Guacamole,Grains/Legumes,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Breakfast,Easy,53,208,India,Authentic Culinary Database
2446,Rava Idli,Bakery,Indian,"Rava, Basic Spices, Oil, Salt",Idli,Snack,Hard,31,461,India,Authentic Culinary Database
2447,Kalan,Produce,Indian,"Kalan, Basic Spices, Oil, Salt",Kalan,Dinner,Medium,28,329,India,Authentic Culinary Database
2448,Rabri,Dairy,Indian,"Milk, Sugar, Cardamom, Nuts",Rabri,Dinner,Medium,22,691,India,Authentic Culinary Database
2449,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Hard,26,432,India,Authentic Culinary Database
2450,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Lunch,Hard,19,300,India,Authentic Culinary Database
2451,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Dinner,Easy,54,547,India,Authentic Culinary Database
2452,Margherita Pizza,Grains/Legumes,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Dinner,Easy,54,200,India,Authentic Culinary Database
2453,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Easy,60,656,India,Authentic Culinary Database
